# darshan log version: 3.21
# compression method: ZLIB
# exe: /gpfs/alpine/csc143/proj-shared/againaru/lammps/build_andes/lmp -in ./input.lammps
# uid: 16326
# jobid: 2166757
# start_time: 1636313177
# start_time_asci: Sun Nov  7 14:26:17 2021
# end_time: 1636314409
# end_time_asci: Sun Nov  7 14:46:49 2021
# nprocs: 10
# run time: 1233
# metadata: lib_ver = 3.2.1
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 404 bytes (compressed)
# record table: 213 bytes (compressed)
# STDIO module: 1152 bytes (compressed), ver=2

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/autofs/nccs-svm1_compilers	autofs
# mount entry:	/autofs/nccs-svm1_compilers	nfs
# mount entry:	/autofs/nccs-svm1_packages	nfs
# mount entry:	/autofs/nccs-svm1_packages	autofs
# mount entry:	/sys/kernel/debug/tracing	tracefs
# mount entry:	/autofs/nccs-svm1_keytabs	autofs
# mount entry:	/autofs/nccs-svm1_techint	autofs
# mount entry:	/autofs/nccs-svm1_keytabs	nfs
# mount entry:	/autofs/nccs-svm1_techint	nfs
# mount entry:	/sys/firmware/efi/efivars	efivarfs
# mount entry:	/proc/sys/fs/binfmt_misc	autofs
# mount entry:	/autofs/nccs-svm1_home1	nfs
# mount entry:	/autofs/nccs-svm1_home2	autofs
# mount entry:	/autofs/nccs-svm1_home1	autofs
# mount entry:	/autofs/nccs-svm1_home2	nfs
# mount entry:	/autofs/nccs-svm1_home	nfs
# mount entry:	/autofs/nccs-svm1_home	autofs
# mount entry:	/autofs/nccs-svm1_proj	nfs
# mount entry:	/autofs/nccs-svm1_prod	autofs
# mount entry:	/autofs/nccs-svm1_prod	nfs
# mount entry:	/autofs/nccs-svm1_proj	autofs
# mount entry:	/autofs/nccs-svm1_usw	nfs
# mount entry:	/autofs/nccs-svm1_sys	nfs
# mount entry:	/autofs/nccs-svm1_usw	autofs
# mount entry:	/autofs/nccs-svm1_sys	autofs
# mount entry:	/autofs/nccs-svm1_sw	nfs
# mount entry:	/autofs/nccs-svm1_sw	autofs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/ccs/wwwusers	autofs
# mount entry:	/gpfs/alpine	gpfs
# mount entry:	/ccs/wwwproj	autofs
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/sys/fs/bpf	bpf
# mount entry:	/root	nfs
# mount entry:	/dev	devtmpfs
# mount entry:	/	overlay

# *******************************************************
# STDIO module data
# *******************************************************

# Per-file summary of I/O activity.
# -----
# <record_id>: darshan record id for this file
# <file_name>: full file name
# <nprocs>: number of processes that opened the file
# <slowest>: (estimated) time in seconds consumed in IO by slowest process
# <avg>: average time in seconds consumed in IO per process

# <record_id>	<file_name>	<nprocs>	<slowest>	<avg>
15920181672442173319	<STDOUT>	1	0.000078	0.000078
STDIO	6	7502756315724189539	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_OPENS	1	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_FDOPENS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_READS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_WRITES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_SEEKS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_FLUSHES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_BYTES_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_BYTES_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_MAX_BYTE_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_MAX_BYTE_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_FASTEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_FASTEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_SLOWEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_SLOWEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_META_TIME	0.004814	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_WRITE_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_READ_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_OPEN_START_TIMESTAMP	0.227982	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_CLOSE_START_TIMESTAMP	0.232818	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_WRITE_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_READ_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_OPEN_END_TIMESTAMP	0.232785	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_CLOSE_END_TIMESTAMP	0.232829	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_WRITE_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_READ_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_FASTEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_SLOWEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_VARIANCE_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	7	7502756315724189539	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_OPENS	1	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_FDOPENS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_READS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_WRITES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_SEEKS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_FLUSHES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_BYTES_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_BYTES_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_MAX_BYTE_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_MAX_BYTE_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_FASTEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_FASTEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_SLOWEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_SLOWEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_META_TIME	0.004799	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_WRITE_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_READ_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_OPEN_START_TIMESTAMP	0.228268	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_CLOSE_START_TIMESTAMP	0.233091	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_WRITE_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_READ_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_OPEN_END_TIMESTAMP	0.233056	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_CLOSE_END_TIMESTAMP	0.233102	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_WRITE_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_READ_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_FASTEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_SLOWEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_VARIANCE_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	8	7502756315724189539	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_OPENS	1	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_FDOPENS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_READS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_WRITES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_SEEKS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_FLUSHES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_BYTES_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_BYTES_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_MAX_BYTE_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_MAX_BYTE_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_FASTEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_FASTEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_SLOWEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_SLOWEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_META_TIME	0.003414	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_WRITE_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_READ_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_OPEN_START_TIMESTAMP	0.227945	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_CLOSE_START_TIMESTAMP	0.231384	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_WRITE_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_READ_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_OPEN_END_TIMESTAMP	0.231350	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_CLOSE_END_TIMESTAMP	0.231394	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_WRITE_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_READ_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_FASTEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_SLOWEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_VARIANCE_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	9	7502756315724189539	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
